data,categoria,symbol,isin,close,high,low,volume,vol_10d,rsi,ema20,ema50,ema200,macd_hist,perf_1m,perf_3m
2026-09-16,posizione,2e604708586f0374,,118.05,121.94,116.25,2693,3908.8,70.4,103.2412455730515,92.40123427530565,75.87580749440887,2.149372774431434,30.0,74.8
2026-09-16,posizione,13f4d68ae6407c55,,377.58,381.96,367.2958,2953967,6712342.599999982,58.7,354.9408104004723,342.4345416464735,267.59978833274295,2.3453707360257856,-1.2,32.2
2026-09-16,posizione,31b004b035f1121a,,3.44,3.44,3.35,3893,3027.4,58.8,3.3828507516541575,3.3532288665679366,3.564929436664156,0.0009698594433637416,1.2,4.6
2026-09-16,posizione,41ffd3de986435c8,,22.66,22.735,22.605,500,590.3,46.7,22.894475888109,22.748211175082268,22.739731631149876,-0.15348344582598916,-2.1,0.4
2026-09-16,posizione,1d0d15986a100135,,89.48,89.63,88.98,295714,178900.7,46.4,90.58962667793617,91.59233174884758,79.13295975453234,0.0146348042816149,0.6,-14.4
2026-09-16,posizione,e81e30b162302568,,63.04,63.19,62.92,44205,20055.1,33.2,64.33868891400084,64.42638816179459,61.83847340961298,-0.2531976232126915,-3.0,-0.8
2026-09-16,posizione,e1d4e3ce02552ce8,,410.95,411.7,403.15,613823,627120.2,34.5,431.2079962174852,451.38953868081984,493.4257066161445,-1.7838405248039884,-9.3,-18.9
2026-09-16,segnale,8a0627679ffbb377,,0.47,0.468,0.439,11642368,8989093.6,67.2,0.42368504075494334,0.39195848332787275,0.2743937668391729,0.004665678292226295,17.3,39.9
2026-09-16,segnale,e964666e07ddf06d,,7.06,7.24,6.92,490859,319072.2,77.8,6.244577128112411,6.052588451358287,5.976661078638728,0.09419364881948857,17.1,27.7
2026-09-16,segnale,f83840b7a082f14e,,8.4,8.56,8,86251,53759.9,71.2,7.666809174842952,7.063580360776935,6.091296052347435,0.020045489695359187,5.0,49.5
2026-09-16,segnale,99de9933dada6592,,18.32,18.4,17.98,107162,109064.8,69.2,17.345311423911994,16.21888565006291,12.231331331215712,0.045375198748770884,4.7,53.4
2026-09-16,segnale,14046dba2dec88be,,585.9,593.9,578.8,6937,8350.1,71.7,537.002056330061,524.7756769933078,536.4252643133161,8.5527051465722,19.1,17.3
2026-09-16,segnale,fa6edd51f7e5b84f,,10.9,11.03,10.6003,2012693,1969320.3999999992,76.6,9.180785910831721,7.163006951912952,6.048669922400911,0.09739086691987953,8.1,142.2
2026-09-16,segnale,5076bf588be78c83,,10.43,10.44,10.42,5641154,18620625.8,78.8,8.279302240635396,7.666748324629575,7.655186041989688,0.4140792885539267,48.3,70.6
2026-09-16,segnale,c7d6aafd4005bba0,,9.08,9.38,8.97,58313,164195.5,68.3,7.794921180151339,7.166913921761899,7.449790834434797,0.30592075622031273,67.8,44.4
2026-09-16,segnale,0db8860a6cabdb96,,1.26,1.34,1.25,12871121,104687278.6,57.5,1.1515313826008244,0.9664167930280366,1.034477352901364,0.00900255825897206,44.4,52.2
2026-09-16,segnale,d605c263a0acf0c9,,32.09,32.34,31.95,11134709,5314506.8,59.5,30.574774359058132,28.94942821679942,26.477883791389427,0.04352269835850886,4.0,86.1
2026-09-16,segnale,376b3859e32b5f4c,,3.21,3.69,2.9,1187369,2437094.7,72.8,2.0591081958656785,1.9292326229622296,3.39060710533707,0.27680807897554327,180.3,-28.7
2026-09-16,segnale,e90e9e3c725dadd5,,9.23,9.23,8.5751,176055,123594.3,74.3,7.66332068095713,6.931534646528221,7.247489082434717,0.18347187261687126,42.0,86.1
2026-09-16,segnale,245947542f420976,,8.91,9.25,8.73,920894,7343374.2,66.4,7.698018429231206,6.874302839996745,7.552996075528039,0.18873000230523618,62,14.2
2026-09-16,segnale,85c1a096f4779d3b,,145.73,147.5,140.2,3404158,1996119.6,74.4,127.8304184348169,120.29476062962333,106.63156146301685,1.0578628360263687,13.3,48.7
2026-09-16,segnale,ceaad9b0d787220f,,69.28,70.655,66.6,239635,192501.9,77.2,55.72393965578791,43.71914600211853,27.027516919057824,0.8332013846071957,40.5,187.0
2026-09-16,segnale,04af434cead23412,,72.68,77.87,71.44,4078619,2601089.5,70.3,64.85721457426804,56.11599870231136,35.742949721693186,0.4254633991466701,16.4,120.3
2026-09-16,segnale,ae38035af8ff21a6,,58.01,59.08,56.27,1950744,1315771.2,75.1,52.68167535659065,47.403512002779586,35.345558349953144,0.40072772414037505,16.6,72.9
2026-09-16,segnale,019582e0eb567b47,,3.25,3.36,3.06,2661482,1951401.2,79.5,2.619182644188096,2.2466168038059093,3.6640079671968913,0.07841017145710488,50.5,115.2
2026-09-16,segnale,bdd7548fc447eddb,,9.87,9.925,9.435,19636316,13131660.3,73.1,8.359628163090164,7.0164594390849935,4.8122608633809705,0.01222483940620267,20.8,148.6
2026-09-16,segnale,4dfe5daedaa0bac4,,4.76,4.905,4.66,1828349,9251615.4,63.4,3.9272118350046004,3.328344398376643,4.277130507913365,0.1573323922164146,54.0,114.4
2026-09-16,posizione,0f4a32cd6d3648d9,b8a1aaa86934f58d,31.8,32.02,30.64,50902,54062.5,50.2,32.27086711059711,30.418070989456755,29.339079641255736,-0.35634248982039374,-1.1,27.2
2026-09-16,posizione,8c461d783647b32d,517b60bdc93162a1,6.74,6.765,6.702,32216417,34103519.50000043,52.1,6.727398558177258,6.5958841855333175,6.021148791861563,-0.013934449363735946,-0.8,10.0
2026-09-16,posizione,65f54c71cfebe8ea,280b01e45f5ec318,4.34,4.448,4.3115,58756337,32638415.50000001,38.6,4.6054932058811655,4.83668808710047,6.275542480729794,-0.009427250643991372,-8.8,-24.3
2026-09-16,posizione,db0950bc62e53955,2501a7840e4495ca,89.56,89.642,89.06,15559,7723.4,46.8,90.51791969836445,91.5276572579889,79.09520422948891,0.026059149581424856,0.6,-14.2
2026-09-16,posizione,35417c9544e565fd,1a0dfb4028ab962b,410.9,411.55,403.85,1099,2280.8,33.3,431.546591557759,451.6468189073349,493.5821990186196,-1.7427198330313693,-9.4,-18.7
2026-09-16,segnale,66695d013b30eed4,,15.44,15.92,15.2716,67885,633653.3,71.2,13.362237253567464,12.554338229181045,10.834930082536538,0.4872767279585547,46.1,56.3
2026-09-16,segnale,93cccd397e795e99,,27.41,28.11,26.85,7720623,9887853.900000002,73.1,23.873369633945437,19.339344589327798,21.300936949021544,0.08112368271345938,13.2,76.3
2026-09-16,segnale,9631ae5ad5a558c9,,1.35,1.38,1.31,1852295,1130493.5,74.3,1.1222935502786213,1.1091986731649066,1.5937929273238076,0.03892201046619798,35.9,12.5
2026-09-17,posizione,0f4a32cd6d3648d9,b8a1aaa86934f58d,32.58,32.58,32.32,5469,50876.9,52.9,32.30030833815929,30.50285251928198,29.371327605024337,-0.3473161837130063,1.4,21.3
2026-09-17,posizione,8c461d783647b32d,517b60bdc93162a1,6.79,6.8,6.777,3880126,31478268.200000428,55.4,6.733265362160377,6.603457354728089,6.028789102390304,-0.00810007302865725,0,10.7
2026-09-17,posizione,65f54c71cfebe8ea,280b01e45f5ec318,4.45,4.4725,4.353,6760482,30145863.300000004,43.4,4.591065281511531,4.821680711135746,6.257417679926513,-0.010003746631193133,-6.3,-19.4
2026-09-17,posizione,31b004b035f1121a,ac2d640558de1b98,3.44,3.44,3.35,3893,3027.4,58.8,3.3828507516541575,3.3532288665679366,3.564929436664156,0.0009698594433637416,1.2,4.6
2026-09-17,posizione,41ffd3de986435c8,226430dc50e81aaa,22.48,22.48,22.48,0,530.9,44.1,22.85500199400338,22.737693089784923,22.737147236810078,-0.14248951476466667,-2.9,3.2
2026-09-17,posizione,db0950bc62e53955,2501a7840e4495ca,90.14,90.144,89.943,63,7499.4,48.2,90.48230829852022,91.47339618904816,79.20514249586216,0.05961947196089756,1.3,-16.2
2026-09-17,posizione,35417c9544e565fd,1a0dfb4028ab962b,410.85,412.2,410.8,45,1691.7,33.3,429.5754875998772,450.04694365606684,492.7589930582353,-1.2765392262561104,-9.4,-19.8
2026-09-17,segnale,99de9933dada6592,,18.56,18.64,18,25590,101726.4,71.5,17.46099605020609,16.310694055942793,12.294303158765803,0.07454169020908996,6.1,57.0
2026-09-17,segnale,f83840b7a082f14e,,8.6,8.94,8.32,6905,52563.5,73.7,7.755684491524576,7.1238321113347025,6.116258280682286,0.043847134424887246,7.5,53.0
